,Actual Class,Predicted Class,User ID 147,User ID 22,User ID 28,User ID 35,User ID 61,User ID 79,User ID 98,User Predicted,gamma,kernel
0,22,22,0.1258202917345373,0.27590107734457947,0.09714779572998276,0.0844619764223379,0.091316381913897,0.09171769425658895,0.23363478259807624,True,auto,poly
1,22,22,0.12579760774104057,0.2744321775524774,0.09755520275186452,0.08449110981972287,0.09088858247945798,0.09317213191500767,0.23366318774042896,True,auto,poly
2,147,22,0.12624138607597116,0.27300427042335956,0.09903297982148475,0.08465802830248483,0.09191708016997545,0.09187490633503431,0.23327134887168993,False,auto,poly
3,147,22,0.12620661671066757,0.27571187602818825,0.09747303761580797,0.08457509827144834,0.09020070173102206,0.09371799903997632,0.2321146706028896,False,auto,poly
4,79,22,0.12700787319538506,0.26407514634802126,0.10248245975717463,0.08518280398957638,0.09013436026903168,0.09883383021151189,0.23228352622929882,False,auto,poly
5,79,22,0.12689474778221954,0.26201427260361926,0.09878927599557807,0.08549652036643442,0.08543350800434989,0.10720571787852969,0.23416595736926932,False,auto,poly
6,28,22,0.1261920155965977,0.2734064939538381,0.09905398889555316,0.08462986897076488,0.09073010261782878,0.09306899984701428,0.23291853011840316,False,auto,poly
7,22,22,0.12623383735117688,0.27036885312368614,0.0987591666743081,0.08476558342448375,0.08941829157790473,0.097727572477539,0.23272669537090154,True,auto,poly
8,22,22,0.12583893861289255,0.27187069377825135,0.09734015663491093,0.08464397884291817,0.08759535785310958,0.09926534016379095,0.2334455341141264,True,auto,poly
9,98,22,0.12646860234799198,0.27331715865714584,0.09603118207939648,0.08483316365243056,0.08696119036074883,0.10087186749929576,0.23151683540299053,False,auto,poly
10,35,22,0.125698785520822,0.2754347716138984,0.09667657755373439,0.08444132218151854,0.09001450531356905,0.09432190291798019,0.23341213489847776,False,auto,poly
11,98,22,0.1264561221387204,0.27036484795045507,0.0997508305063234,0.08479217935822629,0.09124438218601906,0.09466695027250405,0.23272468758775172,False,auto,poly
12,28,22,0.12618211187342418,0.2725158413011869,0.09903271391919917,0.08465876047592463,0.09098753590415427,0.09356957751506842,0.23305345901104269,False,auto,poly
13,98,22,0.12729004690195264,0.2463951352961331,0.1036966310044566,0.08636189739728249,0.08553459921333403,0.11182523529538717,0.23889645489145375,False,auto,poly
14,79,22,0.12580931852834457,0.2768937852659758,0.0964691433529028,0.08445953284218913,0.09311890438606366,0.08860998296664092,0.23463933265788325,False,auto,poly
15,61,98,0.13640544566281962,0.19420147398977433,0.10775575891133321,0.09335390031449568,0.08075623052302643,0.13223447863480803,0.2552927119637426,False,auto,poly
16,98,22,0.1262104784681385,0.2663201216534647,0.10021994921135788,0.08491085475176229,0.08891991108591285,0.09965349381519695,0.2337651910141663,False,auto,poly
17,22,22,0.125820717675373,0.27628840961615514,0.09677114042342154,0.08445825770230334,0.09215206786378834,0.09054545555420407,0.23396395116475463,True,auto,poly
