,Actual Class,Predicted Class,User ID 147,User ID 22,User ID 28,User ID 35,User ID 61,User ID 79,User ID 98,User Predicted,gamma,kernel
0,22,98,0.062253275544029846,0.3039960613293816,0.06860991356364747,0.0647352673779816,0.05041646931627034,0.13748039428897876,0.3125086185797104,False,auto,poly
1,147,98,0.06894142356565756,0.21479385361038505,0.0736601188373732,0.07105145277859182,0.08292901044554121,0.16867646327418886,0.31994767748826203,False,auto,poly
2,98,98,0.062368148503827214,0.3018196287376639,0.06865709725806476,0.06487967351929255,0.05170079521313915,0.13841057926752198,0.31216407750049,True,auto,poly
3,22,98,0.06240000455791494,0.3009052950414077,0.06860891809573194,0.06494347324551498,0.05239675196816821,0.13886591721689956,0.31187963987436274,False,auto,poly
4,61,98,0.062435113049993864,0.2999835367878755,0.06861633459851194,0.06501592387803273,0.05267348232251858,0.1395955559737393,0.3116800533893283,False,auto,poly
5,98,98,0.062221715553076144,0.30442342789315885,0.06853656513065921,0.0647941978908869,0.050321546387524216,0.13728321631021853,0.31241933083447565,True,auto,poly
6,79,98,0.0651374451575681,0.25953461766280034,0.07037232862412382,0.06733791660339723,0.07075550504997973,0.15522329178216532,0.3116388951199653,False,auto,poly
7,79,98,0.06468565127003413,0.2636756491609998,0.07006170421850667,0.06683763319725207,0.06978192075812933,0.15435061493531715,0.3106068264597606,False,auto,poly
8,98,98,0.0620459170148316,0.3088723993810832,0.06845796003593563,0.0647511301536371,0.047794322266096215,0.13487777919611674,0.31320049195229943,True,auto,poly
9,147,98,0.0629718442658734,0.2901904357393756,0.06885111915474432,0.06549934914889537,0.05830689374219509,0.14363300059281164,0.3105473573561045,False,auto,poly
10,22,98,0.06282691893244616,0.2930868346134522,0.06881265948850665,0.06533208172731324,0.05663166825569089,0.14229393017397696,0.3110159068086138,False,auto,poly
11,22,98,0.06226432779681103,0.30391362585211834,0.0685420551924376,0.06489022824358437,0.05087588666977264,0.1372470668196899,0.3122668094255861,False,auto,poly
12,79,98,0.06299078222114747,0.29065325565664085,0.06888361791843108,0.06548126018871211,0.05775506750506725,0.1432759501069581,0.31096006640304313,False,auto,poly
13,28,98,0.06478929492797503,0.26415224974368967,0.07022632220438153,0.06699587410912335,0.06916853743244318,0.15324373805950608,0.3114239835228811,False,auto,poly
14,22,98,0.06387746211320422,0.27586350927771525,0.06976466941580943,0.06575133570496318,0.06354994769074943,0.1499947513319549,0.3111983244656035,False,auto,poly
15,98,98,0.06263751005999434,0.2962349133371589,0.0687538015438397,0.06508361609351544,0.05479425536185898,0.14113283952446984,0.31136306407916303,True,auto,poly
16,35,98,0.06200327669151665,0.3100758230128274,0.06844167161443297,0.06473809936957907,0.047188866172938174,0.13412817598280677,0.3134240871558991,False,auto,poly
17,28,98,0.06386811503142453,0.274628917434481,0.0699076839847987,0.06537903422878051,0.0629136132169607,0.1521005634560386,0.31120207264751626,False,auto,poly
